work_id,Hon'ble Members of Parliament,State,action_type,assigned_to,priority_score,data_confidence,fraud_reason,queue_type
WS/MP18205/2024-2025/148363,SANATAN PANDEY,Uttar Pradesh,Investigate,Auditor,68.1,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); 41 works share identical description+amount under this MP/constituency — review for duplicate billing (may be legitimate bulk procurement),reactive
WS/MP386/2024-2025/144971,Shri Hanuman Beniwal,Rajasthan,Inspect,District Authority,68.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/144972,Arvind Dharmapuri,Telangana,Inspect,District Authority,68.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18265/2025-2026/152004,M.K. VISHNUPRASAD,Tamil Nadu,Investigate,Auditor,68.1,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18312/2025-2026/154885,DURAI VAIKO,Tamil Nadu,Investigate,Auditor,68.1,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18019/2024-2025/137587,AMARSING TISSO,Assam,Inspect,District Authority,68.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18263/2025-2026/149672,KOTA SRINIVAS POOJARY,Karnataka,Investigate,Auditor,68.0,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18253/2024-2025/139952,BAPI HALDAR,West Bengal,Investigate,Auditor,68.0,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP526/2025-2026/154784,Y S Avinash Reddy,Andhra Pradesh,Investigate,Auditor,68.0,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP457/2024-2025/149287,D Ravikumar,Tamil Nadu,Investigate,Auditor,68.0,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18265/2025-2026/152005,M.K. VISHNUPRASAD,Tamil Nadu,Investigate,Auditor,68.0,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP498/2024-2025/154363,Dr Sukanta Majumdar,West Bengal,Investigate,Auditor,68.0,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18152/2024-2025/137615,SARABJEET SINGH KHALSA,Punjab,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP351/2025-2026/141849,Shri Kumbakudi Sudhakaran,Kerala,Investigate,Auditor,67.9,67,96% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18324/2025-2026/151157,BHARATBHAI MANUBHAI SUTARIYA,Gujarat,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18324/2025-2026/151106,BHARATBHAI MANUBHAI SUTARIYA,Gujarat,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18155/2024-2025/141701,DR. RAJ KUMAR CHABBEWAL,Punjab,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP661/2025-2026/147454,Amol Ramsing Kolhe,Maharashtra,Investigate,Auditor,67.9,67,92% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP755/2024-2025/151521,Thalikkottai Rajuthevar Baalu,Tamil Nadu,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP826/2024-2025/135708,Raju Bista,West Bengal,Investigate,Auditor,67.9,67,96% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP826/2025-2026/135686,Raju Bista,West Bengal,Investigate,Auditor,67.9,67,99% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP638/2024-2025/152430,Virendra Kumar,Madhya Pradesh,Investigate,Auditor,67.9,67,98% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); 18 works share identical description+amount under this MP/constituency — review for duplicate billing (may be legitimate bulk procurement),reactive
WS/MP453/2024-2025/154003,Saptagiri Sankar Ulaka,Odisha,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP638/2024-2025/152433,Virendra Kumar,Madhya Pradesh,Investigate,Auditor,67.9,67,96% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); 18 works share identical description+amount under this MP/constituency — review for duplicate billing (may be legitimate bulk procurement),reactive
WS/MP18321/2024-2025/152559,SHOBHANABEN MAHENDRASINH BARAIYA,Gujarat,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP313/2024-2025/140977,Shri Tapir Gao,Arunachal Pradesh,Inspect,District Authority,67.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18353/2024-2025/138653,RACHNA BANERJEE,West Bengal,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18309/2025-2026/155234,SALENG A SANGMA,Meghalaya,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP453/2024-2025/154132,Saptagiri Sankar Ulaka,Odisha,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18324/2025-2026/151491,BHARATBHAI MANUBHAI SUTARIYA,Gujarat,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18133/2025-2026/148567,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Maharashtra,Investigate,Auditor,67.9,67,95% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18324/2024-2025/151159,BHARATBHAI MANUBHAI SUTARIYA,Gujarat,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18324/2024-2025/151338,BHARATBHAI MANUBHAI SUTARIYA,Gujarat,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18024/2025-2026/153995,GAURAV GOGOI,Assam,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP638/2024-2025/152372,Virendra Kumar,Madhya Pradesh,Investigate,Auditor,67.9,67,97% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); 18 works share identical description+amount under this MP/constituency — review for duplicate billing (may be legitimate bulk procurement),reactive
WS/MP18263/2025-2026/149882,KOTA SRINIVAS POOJARY,Karnataka,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18032/2024-2025/134035,SUDHAKAR SINGH,Bihar,Inspect,District Authority,67.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP826/2024-2025/135523,Raju Bista,West Bengal,Investigate,Auditor,67.9,67,99% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18307/2025-2026/143600,Piyush Vedprakash Goyal,Maharashtra,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP826/2024-2025/135528,Raju Bista,West Bengal,Investigate,Auditor,67.9,67,92% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18263/2025-2026/149680,KOTA SRINIVAS POOJARY,Karnataka,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP638/2024-2025/152489,Virendra Kumar,Madhya Pradesh,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP579/2024-2025/146435,Mitesh Rameshbhai Bakabhai Patel,Gujarat,Inspect,District Authority,67.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP577/2024-2025/152615,Jaswantsinh Sumanbhai Bhabhor,Gujarat,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18023/2025-2026/143872,BIJULI KALITA MEDHI,Assam,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP858/2024-2025/143942,Asit Kumar Mal,West Bengal,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP428/2024-2025/143950,Santosh Pandey,Chhattisgarh,Review Estimate,District Authority,67.9,67,"Cost is unusually higher than comparable works (category-only baseline, z=7.7); No payment record yet — vendor pattern unverified",reactive
WS/MP18176/2024-2025/140272,SACHITHANANTHAM R,Tamil Nadu,Investigate,Auditor,67.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP799/2024-2025/154644,Pankaj Chowdhary,Uttar Pradesh,Inspect,District Authority,67.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18172/2024-2025/149103,MANNA LAL RAWAT,Rajasthan,Inspect,District Authority,67.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152402,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,67.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18032/2024-2025/134037,SUDHAKAR SINGH,Bihar,Inspect,District Authority,67.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152456,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,67.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP632/2025-2026/142067,Anto Antony,Kerala,Investigate,Auditor,67.2,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18167/2024-2025/146924,BRIJENDRA SINGH OLA,Rajasthan,Investigate,Auditor,67.2,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18242/2024-2025/145618,RAMBHUAL NISHAD,Uttar Pradesh,Review Estimate,District Authority,67.2,67,"Cost is unusually higher than comparable works (state+category baseline, z=7.3); No payment record yet — vendor pattern unverified",reactive
WS/MP013/2024-2025/151025,Indra Hang Subba,Sikkim,Inspect,District Authority,67.0,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18138/2024-2025/148101,RICHARD VANLALHMANGAIHA,Mizoram,Inspect,District Authority,67.0,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18019/2024-2025/153304,AMARSING TISSO,Assam,Inspect,District Authority,67.0,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP386/2024-2025/142533,Shri Hanuman Beniwal,Rajasthan,Inspect,District Authority,66.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18138/2025-2026/148806,RICHARD VANLALHMANGAIHA,Mizoram,Inspect,District Authority,66.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP499/2024-2025/138131,Smt Satabdi Roy (Banerjee),West Bengal,Inspect,District Authority,66.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18138/2024-2025/149624,RICHARD VANLALHMANGAIHA,Mizoram,Inspect,District Authority,66.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18031/2025-2026/153130,ABHAY KUMAR SINHA,Bihar,Inspect,District Authority,66.5,67,Marked completed but no photo evidence uploaded; 33 works share identical description+amount under this MP/constituency — review for duplicate billing (may be legitimate bulk procurement); No payment record yet — vendor pattern unverified,reactive
WS/MP18031/2025-2026/153129,ABHAY KUMAR SINHA,Bihar,Inspect,District Authority,66.5,67,Marked completed but no photo evidence uploaded; 33 works share identical description+amount under this MP/constituency — review for duplicate billing (may be legitimate bulk procurement); No payment record yet — vendor pattern unverified,reactive
WS/MP18031/2025-2026/153127,ABHAY KUMAR SINHA,Bihar,Inspect,District Authority,66.5,67,Marked completed but no photo evidence uploaded; 33 works share identical description+amount under this MP/constituency — review for duplicate billing (may be legitimate bulk procurement); No payment record yet — vendor pattern unverified,reactive
WS/MP18031/2025-2026/153095,ABHAY KUMAR SINHA,Bihar,Inspect,District Authority,66.5,67,Marked completed but no photo evidence uploaded; 33 works share identical description+amount under this MP/constituency — review for duplicate billing (may be legitimate bulk procurement); No payment record yet — vendor pattern unverified,reactive
WS/MP18031/2025-2026/153145,ABHAY KUMAR SINHA,Bihar,Inspect,District Authority,66.5,67,Marked completed but no photo evidence uploaded; 33 works share identical description+amount under this MP/constituency — review for duplicate billing (may be legitimate bulk procurement); No payment record yet — vendor pattern unverified,reactive
WS/MP18031/2025-2026/153146,ABHAY KUMAR SINHA,Bihar,Inspect,District Authority,66.5,67,Marked completed but no photo evidence uploaded; 33 works share identical description+amount under this MP/constituency — review for duplicate billing (may be legitimate bulk procurement); No payment record yet — vendor pattern unverified,reactive
WS/MP18031/2025-2026/153094,ABHAY KUMAR SINHA,Bihar,Inspect,District Authority,66.5,67,Marked completed but no photo evidence uploaded; 33 works share identical description+amount under this MP/constituency — review for duplicate billing (may be legitimate bulk procurement); No payment record yet — vendor pattern unverified,reactive
WS/MP18031/2025-2026/153090,ABHAY KUMAR SINHA,Bihar,Inspect,District Authority,66.5,67,Marked completed but no photo evidence uploaded; 33 works share identical description+amount under this MP/constituency — review for duplicate billing (may be legitimate bulk procurement); No payment record yet — vendor pattern unverified,reactive
